epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,10088.7,inf,0.66954,0.9001,0.63876,0.72327,0.73309,0.72404,0.21947,0.87918,0.28399,0.00901,0.00901,0.00901
82,10201.5,0.02925,0.67049,0.90031,0.64256,0.7175,0.73335,0.72286,0.21784,0.88678,0.28074,0.00899762,0.00899762,0.00899762
83,10314,0.02683,0.6663,0.90007,0.6455,0.71677,0.73389,0.72461,0.21722,0.88165,0.28019,0.00898525,0.00898525,0.00898525
84,10426.6,0.02754,0.66765,0.90065,0.64577,0.71698,0.73464,0.72699,0.21637,0.87532,0.27959,0.00897287,0.00897287,0.00897287
85,10539.3,0.02741,0.6679,0.90087,0.64414,0.71851,0.73516,0.72828,0.21657,0.87039,0.28064,0.0089605,0.0089605,0.0089605
86,10651.6,0.02637,0.65934,0.89926,0.64869,0.71585,0.73556,0.72823,0.21669,0.86875,0.28032,0.00894812,0.00894812,0.00894812
87,10764.1,0.02722,0.65929,0.89884,0.64791,0.7179,0.73585,0.72768,0.21631,0.86741,0.27991,0.00893575,0.00893575,0.00893575
88,10877.2,0.02681,0.65997,0.89958,0.64783,0.71831,0.73646,0.7285,0.21633,0.86306,0.28072,0.00892338,0.00892338,0.00892338
89,10989.9,0.0251,0.65542,0.89921,0.64698,0.71668,0.73663,0.72786,0.21572,0.86533,0.27985,0.008911,0.008911,0.008911
90,11102.5,0.02605,0.65676,0.89884,0.64838,0.71699,0.73709,0.72764,0.21618,0.8689,0.2795,0.00889863,0.00889863,0.00889863
91,11215,inf,0.65318,0.89916,0.65277,0.71542,0.7377,0.72793,0.21552,0.87368,0.27828,0.00888625,0.00888625,0.00888625
92,11327.7,0.02526,0.65435,0.89907,0.65579,0.71435,0.73816,0.72794,0.21521,0.87446,0.27828,0.00887387,0.00887387,0.00887387
93,11439.9,inf,0.64667,0.90093,0.6547,0.71593,0.73879,0.72976,0.21597,0.86423,0.28104,0.0088615,0.0088615,0.0088615
94,11552.6,0.02825,0.64671,0.89833,0.65391,0.71808,0.73936,0.72991,0.21549,0.86648,0.28009,0.00884912,0.00884912,0.00884912
95,11665.1,0.03046,0.64601,0.90227,0.65561,0.71603,0.73972,0.73008,0.21563,0.86825,0.28025,0.00883675,0.00883675,0.00883675
96,11777.7,0.03069,0.64647,0.89947,0.65481,0.71803,0.73969,0.72906,0.21514,0.87754,0.27806,0.00882438,0.00882438,0.00882438
97,11890.7,0.02811,0.64539,0.89992,0.65575,0.718,0.73986,0.72893,0.21619,0.88137,0.27886,0.008812,0.008812,0.008812
98,12003.1,0.02611,0.63927,0.90092,0.65472,0.71913,0.73968,0.7289,0.21593,0.8805,0.27889,0.00879963,0.00879963,0.00879963
99,12115.7,0.02558,0.64032,0.89903,0.653,0.7207,0.74014,0.7292,0.21503,0.87955,0.27793,0.00878725,0.00878725,0.00878725
100,12228.2,inf,0.6411,0.89973,0.65069,0.72259,0.74028,0.7293,0.21642,0.88661,0.27726,0.00877487,0.00877487,0.00877487
101,12341.1,0.02501,0.63647,0.90015,0.64909,0.72242,0.74038,0.73045,0.21824,0.88864,0.2783,0.0087625,0.0087625,0.0087625
102,12453.5,0.02482,0.63899,0.89839,0.64891,0.72165,0.74038,0.73132,0.21709,0.88171,0.27662,0.00875013,0.00875013,0.00875013
103,12566.1,0.02512,0.63015,0.89862,0.64914,0.72044,0.74047,0.73194,0.21628,0.87586,0.27582,0.00873775,0.00873775,0.00873775
104,12678.6,0.02493,0.63541,0.89861,0.65045,0.71904,0.74081,0.73269,0.21636,0.87275,0.2765,0.00872538,0.00872538,0.00872538
105,12791,0.02575,0.62654,0.90064,0.64796,0.72161,0.74128,0.73353,0.21517,0.86416,0.27548,0.008713,0.008713,0.008713
106,12903.6,0.02577,0.62048,0.89803,0.65171,0.72085,0.74174,0.73424,0.21308,0.85875,0.27407,0.00870063,0.00870063,0.00870063
107,13016.8,0.02591,0.62785,0.8986,0.65521,0.71992,0.74213,0.73499,0.21226,0.85734,0.27412,0.00868825,0.00868825,0.00868825
108,13128.9,0.02598,0.62543,0.89859,0.65541,0.71956,0.74266,0.73525,0.2111,0.86007,0.2728,0.00867587,0.00867587,0.00867587
109,13241.6,0.02561,0.62222,0.89923,0.65197,0.72358,0.74309,0.73591,0.21105,0.86092,0.27333,0.0086635,0.0086635,0.0086635
110,13354,0.02506,0.62178,0.89977,0.65499,0.72192,0.74316,0.73663,0.20443,0.85567,0.26544,0.00865113,0.00865113,0.00865113
111,13466.8,0.02465,0.62454,0.90114,0.65603,0.72112,0.74351,0.7391,0.19649,0.84242,0.25575,0.00863875,0.00863875,0.00863875
112,13579.4,0.02513,0.6211,0.89871,0.65504,0.72114,0.74406,0.74216,0.19028,0.81404,0.24772,0.00862638,0.00862638,0.00862638
113,13692.1,inf,0.61429,0.89964,0.65878,0.71781,0.74419,0.74356,0.18717,0.79109,0.24405,0.008614,0.008614,0.008614
114,13804.6,0.02468,0.61126,0.89941,0.65749,0.71883,0.74466,0.74404,0.18654,0.79173,0.24346,0.00860162,0.00860162,0.00860162
115,13917.4,0.02476,0.61067,0.8981,0.6554,0.72198,0.74505,0.7448,0.18557,0.7833,0.24218,0.00858925,0.00858925,0.00858925
116,14029.8,0.02466,0.61124,0.89876,0.6582,0.72027,0.74551,0.74527,0.18514,0.7837,0.24204,0.00857687,0.00857687,0.00857687
117,14142,0.02371,0.60797,0.89835,0.66011,0.7194,0.74589,0.74554,0.18546,0.78529,0.24284,0.0085645,0.0085645,0.0085645
118,14254.7,0.02311,0.60657,0.89775,0.65974,0.72151,0.74644,0.74619,0.18549,0.78331,0.24311,0.00855213,0.00855213,0.00855213
119,14367.6,0.02408,0.59968,0.8978,0.6613,0.72163,0.74712,0.74686,0.1855,0.78191,0.24295,0.00853975,0.00853975,0.00853975
120,14480.3,inf,0.60142,0.9,0.66276,0.7216,0.74752,0.74733,0.18555,0.78122,0.24296,0.00852738,0.00852738,0.00852738
121,14592.7,0.02409,0.60096,0.89988,0.66685,0.72069,0.74801,0.74784,0.18509,0.78037,0.24244,0.008515,0.008515,0.008515
122,14705.1,0.02382,0.59845,0.89851,0.6633,0.72453,0.74836,0.74813,0.18512,0.78341,0.24228,0.00850262,0.00850262,0.00850262
123,14818.1,0.02396,0.59621,0.89759,0.66392,0.72412,0.74861,0.74781,0.18774,0.79836,0.24453,0.00849025,0.00849025,0.00849025
124,14931,inf,0.59495,0.89895,0.66747,0.71925,0.74877,0.74385,0.19873,0.8516,0.26035,0.00847787,0.00847787,0.00847787
125,15044.1,0.02429,0.59306,0.90012,0.66985,0.71754,0.74928,0.74279,0.20532,0.8705,0.27052,0.0084655,0.0084655,0.0084655
126,15157.4,0.02424,0.59074,0.89715,0.67081,0.71855,0.74974,0.74337,0.20475,0.87259,0.26944,0.00845313,0.00845313,0.00845313
127,15271.7,0.02398,0.59091,0.89687,0.67482,0.71314,0.74993,0.7459,0.19543,0.85136,0.25603,0.00844075,0.00844075,0.00844075
128,15387.3,0.02585,0.58996,0.89957,0.67756,0.71251,0.75029,0.74924,0.18637,0.80234,0.24384,0.00842838,0.00842838,0.00842838
129,15504.8,0.02514,0.58569,0.89884,0.67699,0.71448,0.75051,0.74995,0.18457,0.79072,0.24186,0.008416,0.008416,0.008416
130,15619.2,0.02504,0.58958,0.89859,0.68003,0.71258,0.75066,0.75039,0.18382,0.78577,0.24138,0.00840362,0.00840362,0.00840362
131,15734.8,0.02523,0.58475,0.90033,0.68257,0.71052,0.75096,0.75076,0.1834,0.78438,0.24115,0.00839125,0.00839125,0.00839125
132,15850.9,0.02492,0.58377,0.89828,0.68208,0.70923,0.75139,0.75131,0.18322,0.78164,0.24069,0.00837887,0.00837887,0.00837887
133,15966.5,0.02454,0.58266,0.89887,0.68388,0.70765,0.75146,0.75139,0.18331,0.78095,0.2404,0.0083665,0.0083665,0.0083665
134,16082,0.02619,0.58086,0.90015,0.68473,0.70743,0.75166,0.7516,0.18334,0.78092,0.24031,0.00835413,0.00835413,0.00835413
135,16196.9,inf,0.57839,0.89761,0.68692,0.70598,0.75201,0.75196,0.18333,0.78064,0.24044,0.00834175,0.00834175,0.00834175
136,16312.1,0.02464,0.57731,0.89879,0.68546,0.70756,0.75174,0.75169,0.18305,0.78181,0.24002,0.00832937,0.00832937,0.00832937
137,16427.1,inf,0.57847,0.90018,0.6853,0.708,0.75198,0.75194,0.18233,0.78243,0.23915,0.008317,0.008317,0.008317
138,16542.4,inf,0.57411,0.89808,0.68361,0.70923,0.75214,0.75206,0.18184,0.78296,0.23856,0.00830462,0.00830462,0.00830462
139,16657.8,inf,0.56719,0.89939,0.68026,0.71182,0.75238,0.7523,0.18128,0.78358,0.23797,0.00829225,0.00829225,0.00829225
140,16772.6,0.02425,0.56585,0.89901,0.68064,0.71051,0.75257,0.7525,0.18019,0.78411,0.23663,0.00827988,0.00827988,0.00827988
141,16887.3,0.02505,0.57289,0.8991,0.68318,0.70808,0.75276,0.75267,0.17931,0.78409,0.2349,0.0082675,0.0082675,0.0082675
142,17003,inf,0.57192,0.89768,0.68472,0.70893,0.75288,0.7528,0.17893,0.78453,0.23391,0.00825513,0.00825513,0.00825513
143,17117.5,0.02541,0.5716,0.89745,0.68329,0.71237,0.75308,0.753,0.17823,0.78499,0.23308,0.00824275,0.00824275,0.00824275
144,17232,0.02429,0.56512,0.90002,0.68096,0.71565,0.75322,0.75313,0.17763,0.78524,0.23219,0.00823038,0.00823038,0.00823038
145,17347.6,0.02508,0.56863,0.89854,0.68213,0.71392,0.75367,0.75359,0.17636,0.78547,0.23037,0.008218,0.008218,0.008218
146,17462.3,0.0238,0.55928,0.89829,0.68446,0.71222,0.75367,0.7536,0.17539,0.7859,0.22892,0.00820562,0.00820562,0.00820562
147,17577.4,0.02505,0.5603,0.89833,0.6871,0.71184,0.75385,0.75378,0.17447,0.78595,0.22773,0.00819325,0.00819325,0.00819325
148,17692.8,0.02563,0.56246,0.89834,0.68665,0.71273,0.75389,0.75382,0.17375,0.78637,0.22674,0.00818088,0.00818088,0.00818088
149,17807.5,0.0256,0.56159,0.89815,0.68489,0.71499,0.75397,0.7539,0.17348,0.78689,0.22628,0.0081685,0.0081685,0.0081685
150,17922.5,0.02464,0.55836,0.89805,0.68644,0.71356,0.75431,0.75426,0.17367,0.78693,0.22677,0.00815613,0.00815613,0.00815613
151,18038.5,0.02376,0.55117,0.89735,0.68697,0.71277,0.75453,0.75446,0.1731,0.78737,0.22618,0.00814375,0.00814375,0.00814375
152,18153.4,0.02445,0.5563,0.89757,0.68703,0.71572,0.75479,0.75473,0.17237,0.78706,0.22527,0.00813138,0.00813138,0.00813138
153,18268.2,inf,0.54372,0.89812,0.68852,0.7139,0.75487,0.75481,0.1714,0.7882,0.22429,0.008119,0.008119,0.008119
154,18383.6,0.02387,0.55164,0.89976,0.68984,0.71322,0.75515,0.75509,0.17087,0.78844,0.2236,0.00810662,0.00810662,0.00810662
155,18498.4,0.02529,0.54893,0.89968,0.69026,0.71238,0.75502,0.75496,0.17036,0.78892,0.22265,0.00809425,0.00809425,0.00809425
156,18612.9,0.02409,0.54755,0.89903,0.69215,0.7117,0.75542,0.75535,0.17031,0.78937,0.22207,0.00808188,0.00808188,0.00808188
157,18728.4,inf,0.5458,0.89704,0.69124,0.71408,0.75543,0.75538,0.1704,0.78954,0.22176,0.0080695,0.0080695,0.0080695
158,18843.3,0.02364,0.54257,0.90094,0.68892,0.71604,0.75564,0.75559,0.171,0.79077,0.22171,0.00805713,0.00805713,0.00805713
159,18959.1,0.02465,0.53987,0.89716,0.68885,0.71658,0.75544,0.75538,0.17117,0.79228,0.22138,0.00804475,0.00804475,0.00804475
160,19074.3,0.02452,0.53697,0.89916,0.68812,0.71739,0.75538,0.75532,0.17142,0.79305,0.22126,0.00803238,0.00803238,0.00803238
161,19190,inf,0.53921,0.89791,0.68771,0.71853,0.75542,0.75536,0.17142,0.79397,0.2205,0.00802,0.00802,0.00802
162,19305.6,0.02373,0.53661,0.89811,0.68765,0.71838,0.75558,0.75551,0.17092,0.79539,0.21971,0.00800762,0.00800762,0.00800762
163,19420.9,0.02292,0.53204,0.90058,0.68816,0.71761,0.75557,0.75542,0.17106,0.79962,0.21969,0.00799525,0.00799525,0.00799525
164,19536.9,inf,0.53278,0.89824,0.68644,0.71955,0.75551,0.75532,0.17143,0.8055,0.21953,0.00798288,0.00798288,0.00798288
165,19652.1,0.024,0.52817,0.89941,0.68787,0.71667,0.75567,0.75524,0.17347,0.81613,0.22247,0.0079705,0.0079705,0.0079705
166,19767.7,0.02381,0.53744,0.89667,0.69022,0.71382,0.75537,0.75474,0.17549,0.82108,0.22549,0.00795812,0.00795812,0.00795812
167,19883.9,0.02351,0.52834,0.89931,0.69461,0.71013,0.75536,0.75471,0.17493,0.82265,0.22484,0.00794575,0.00794575,0.00794575
168,19999,0.02354,0.52572,0.89921,0.69082,0.71158,0.75545,0.75475,0.17574,0.82406,0.22591,0.00793338,0.00793338,0.00793338
169,20113.8,0.02399,0.5264,0.89949,0.68573,0.71743,0.75543,0.75479,0.17459,0.82469,0.22461,0.007921,0.007921,0.007921
170,20229.6,0.0239,0.5263,0.89749,0.68849,0.71561,0.75534,0.75473,0.1739,0.82512,0.22371,0.00790863,0.00790863,0.00790863
171,20344.4,0.02434,0.52421,0.89856,0.68815,0.71462,0.75544,0.75478,0.17298,0.82593,0.22301,0.00789625,0.00789625,0.00789625
172,20459.6,0.02427,0.51949,0.89807,0.68789,0.71606,0.75548,0.75488,0.17393,0.82811,0.22459,0.00788388,0.00788388,0.00788388
173,20575.3,0.02434,0.51809,0.90029,0.69143,0.71278,0.75543,0.75497,0.17252,0.82789,0.22267,0.0078715,0.0078715,0.0078715
174,20690.1,0.02576,0.52427,0.89909,0.68443,0.72146,0.75563,0.75527,0.16979,0.82482,0.21894,0.00785912,0.00785912,0.00785912
175,20805.1,0.0242,0.51645,0.89818,0.68353,0.72215,0.75558,0.75525,0.16907,0.82563,0.21787,0.00784675,0.00784675,0.00784675
176,20920.1,0.02396,0.51923,0.89881,0.68582,0.71844,0.75557,0.75517,0.16951,0.82882,0.21832,0.00783438,0.00783438,0.00783438
177,21035.1,0.02449,0.51326,0.89907,0.68498,0.72125,0.75572,0.75527,0.17021,0.8302,0.21916,0.007822,0.007822,0.007822
178,21150.3,0.02314,0.50997,0.89834,0.68409,0.72332,0.75596,0.75555,0.16856,0.82874,0.21702,0.00780963,0.00780963,0.00780963
179,21266,0.02376,0.51046,0.89873,0.68442,0.72313,0.7564,0.75612,0.16678,0.82551,0.21469,0.00779725,0.00779725,0.00779725
180,21381.2,0.02407,0.51131,0.89914,0.68658,0.72068,0.75628,0.75592,0.16747,0.8298,0.21557,0.00778488,0.00778488,0.00778488
181,21498.3,0.02435,0.50716,0.89996,0.68279,0.72475,0.75614,0.75581,0.1682,0.83326,0.21683,0.0077725,0.0077725,0.0077725
182,21615,0.02382,0.49853,0.89742,0.68972,0.71689,0.75548,0.7553,0.17006,0.83701,0.21931,0.00776013,0.00776013,0.00776013
183,21730.6,0.02479,0.50634,0.89923,0.6906,0.71659,0.75561,0.7555,0.16953,0.83755,0.21845,0.00774775,0.00774775,0.00774775
184,21845.2,0.02521,0.51153,0.89845,0.69121,0.71744,0.75605,0.75596,0.16783,0.83493,0.21611,0.00773538,0.00773538,0.00773538
185,21960.8,0.02558,0.50445,0.89816,0.6895,0.71928,0.75617,0.75611,0.16529,0.82378,0.21224,0.007723,0.007723,0.007723
