epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
149,19765.3,0.02279,0.23345,0.89748,0.68762,0.72041,0.75739,0.75737,0.0795,0.86456,0.1076,0.005116,0.005116,0.005116
150,19894.2,0.02218,0.23184,0.89764,0.68731,0.72374,0.75744,0.75743,0.08065,0.86867,0.10808,0.005083,0.005083,0.005083
151,20023.4,0.02275,0.22556,0.89695,0.68855,0.72272,0.75716,0.75715,0.08203,0.87378,0.10854,0.00505,0.00505,0.00505
152,20152.5,0.02187,0.23149,0.89644,0.6823,0.72865,0.75724,0.7572,0.08471,0.87967,0.11024,0.005017,0.005017,0.005017
153,20280.3,inf,0.22701,0.89755,0.68447,0.7263,0.7571,0.75704,0.08643,0.88419,0.11155,0.004984,0.004984,0.004984
154,20409.1,inf,0.22552,0.89871,0.68373,0.72741,0.75731,0.75727,0.08541,0.88499,0.11065,0.004951,0.004951,0.004951
155,20537.5,0.02208,0.21878,0.89901,0.6878,0.72464,0.75678,0.75677,0.08432,0.88689,0.10983,0.004918,0.004918,0.004918
156,20666.5,0.02176,0.22052,0.89807,0.68365,0.72727,0.75653,0.75653,0.08439,0.89023,0.10967,0.004885,0.004885,0.004885
157,20795.2,0.02147,0.2242,0.89781,0.68286,0.72681,0.75581,0.75581,0.08507,0.89425,0.11005,0.004852,0.004852,0.004852
158,20924.6,0.02177,0.21791,0.8996,0.68474,0.72509,0.75615,0.75615,0.08563,0.89894,0.11031,0.004819,0.004819,0.004819
159,21053.5,0.02179,0.21121,0.89655,0.68757,0.7211,0.75613,0.75613,0.08668,0.90384,0.11106,0.004786,0.004786,0.004786
160,21183.5,inf,0.21183,0.89776,0.68952,0.71853,0.75589,0.75589,0.08779,0.90808,0.11198,0.004753,0.004753,0.004753
161,21313.1,inf,0.20715,0.89716,0.6903,0.71688,0.75587,0.75587,0.08847,0.91268,0.11264,0.00472,0.00472,0.00472
162,21441.7,inf,0.20447,0.89739,0.69011,0.7185,0.75551,0.75551,0.08944,0.91774,0.11347,0.004687,0.004687,0.004687
163,21570.9,0.02065,0.20773,0.90015,0.68235,0.72761,0.75529,0.75529,0.09021,0.92191,0.11436,0.004654,0.004654,0.004654
164,21699.4,0.02073,0.20257,0.89786,0.67962,0.72956,0.75556,0.75556,0.09138,0.92651,0.11571,0.004621,0.004621,0.004621
165,21828.4,0.02098,0.20482,0.898,0.67825,0.73017,0.75517,0.75517,0.09241,0.93047,0.11664,0.004588,0.004588,0.004588
166,21957.3,0.02139,0.197,0.89686,0.68218,0.72827,0.75484,0.75484,0.09271,0.93507,0.11682,0.004555,0.004555,0.004555
167,22086.6,0.02105,0.19793,0.89825,0.68504,0.72299,0.75521,0.75521,0.09318,0.93863,0.11716,0.004522,0.004522,0.004522
168,22216.1,inf,0.1966,0.89842,0.68421,0.72498,0.7552,0.7552,0.09298,0.94391,0.11685,0.004489,0.004489,0.004489
169,22345.6,inf,0.19613,0.89833,0.68125,0.72752,0.75508,0.75508,0.09241,0.94809,0.11611,0.004456,0.004456,0.004456
170,22476.1,inf,0.19335,0.89753,0.67701,0.73066,0.7553,0.7553,0.09173,0.95125,0.11537,0.004423,0.004423,0.004423
171,22605.2,0.0211,0.195,0.89682,0.67566,0.7325,0.75509,0.75508,0.091,0.95531,0.11453,0.00439,0.00439,0.00439
172,22733.5,0.02052,0.19253,0.89743,0.67821,0.72749,0.75491,0.7549,0.09025,0.95862,0.11348,0.004357,0.004357,0.004357
173,22861.9,inf,0.18641,0.89903,0.69211,0.71463,0.75492,0.75492,0.08948,0.96192,0.11257,0.004324,0.004324,0.004324
174,22990.2,0.02003,0.1885,0.89741,0.68946,0.7186,0.7547,0.75469,0.08875,0.96492,0.11178,0.004291,0.004291,0.004291
175,23118.4,0.01984,0.18812,0.89666,0.68885,0.72088,0.75446,0.75445,0.08832,0.96911,0.11111,0.004258,0.004258,0.004258
176,23246.8,inf,0.1848,0.8986,0.68354,0.72602,0.75437,0.75436,0.0873,0.97283,0.10995,0.004225,0.004225,0.004225
177,23375.9,0.02062,0.18022,0.89819,0.67992,0.72975,0.75387,0.75386,0.08669,0.97801,0.10925,0.004192,0.004192,0.004192
178,23503.6,0.02043,0.17765,0.89711,0.67672,0.73208,0.75351,0.75351,0.08515,0.97961,0.10794,0.004159,0.004159,0.004159
179,23632.5,0.02012,0.18187,0.89885,0.67778,0.72844,0.75328,0.75327,0.08417,0.98127,0.10697,0.004126,0.004126,0.004126
180,23761,0.01927,0.18189,0.89746,0.68045,0.72409,0.75302,0.753,0.08336,0.98332,0.1062,0.004093,0.004093,0.004093
181,23889.5,0.01993,0.1786,0.89815,0.68601,0.71791,0.75287,0.75285,0.0838,0.98698,0.10641,0.00406,0.00406,0.00406
182,24018,0.02181,0.1795,0.89774,0.69157,0.7123,0.7527,0.75268,0.08307,0.98734,0.1058,0.004027,0.004027,0.004027
183,24146.6,0.02066,0.17665,0.89759,0.69052,0.71338,0.75315,0.75313,0.08245,0.9897,0.10507,0.003994,0.003994,0.003994
184,24275,0.02072,0.16953,0.89754,0.68518,0.71967,0.75318,0.75317,0.0812,0.99358,0.10398,0.003961,0.003961,0.003961
185,24403.5,inf,0.17262,0.89528,0.68873,0.71647,0.7534,0.75338,0.07989,0.99759,0.10308,0.003928,0.003928,0.003928
